,strata,country,age_gender,employed,tertiary,population,pop_country
1263,15,Sweden,4,1,2,366121,8490912
1264,16,Sweden,4,1,1,244515,8490912
1265,17,Sweden,5,2,2,102079,8490912
1266,18,Sweden,5,2,1,28453,8490912
1267,19,Sweden,5,1,2,342555,8490912
1268,20,Sweden,5,1,1,148162,8490912
1269,21,Sweden,6,2,2,611585,8490912
1270,22,Sweden,6,2,1,209693,8490912
1271,23,Sweden,6,1,2,103998,8490912
1272,24,Sweden,6,1,1,64562,8490912
1273,25,Sweden,7,2,2,270490,8490912
1274,26,Sweden,7,2,1,11847,8490912
1275,27,Sweden,7,1,2,185050,8490912
1276,28,Sweden,7,1,1,30687,8490912
1277,29,Sweden,8,2,2,92558,8490912
1278,30,Sweden,8,2,1,54363,8490912
1279,31,Sweden,8,1,2,199210,8490912
1280,32,Sweden,8,1,1,361507,8490912
1281,33,Sweden,9,2,2,61680,8490912
1282,34,Sweden,9,2,1,37950,8490912
1283,35,Sweden,9,1,2,169178,8490912
1284,36,Sweden,9,1,1,372184,8490912
1285,37,Sweden,10,2,2,62711,8490912
1286,38,Sweden,10,2,1,23790,8490912
1287,39,Sweden,10,1,2,244813,8490912
1288,40,Sweden,10,1,1,321122,8490912
1289,41,Sweden,11,2,2,118234,8490912
1290,42,Sweden,11,2,1,38511,8490912
1291,43,Sweden,11,1,2,239144,8490912
1292,44,Sweden,11,1,1,215309,8490912
1293,45,Sweden,12,2,2,676529,8490912
1294,46,Sweden,12,2,1,342739,8490912
1295,47,Sweden,12,1,2,54599,8490912
1296,48,Sweden,12,1,1,55060,8490912
